CO(GT),NOx(GT),NO2(GT),C6H6(GT)
1.2,281.0,72.0,4.7
1.2,281.0,72.0,6.9
1.2,281.0,72.0,7.7
1.2,281.0,72.0,12.2
1.2,281.0,72.0,9.6
1.2,281.0,72.0,9.6
1.2,281.0,72.0,8.3
1.2,281.0,72.0,7.0
1.2,281.0,72.0,8.2
1.2,281.0,72.0,4.5
1.2,281.0,72.0,5.5
1.2,281.0,72.0,8.7
1.2,281.0,72.0,8.7
1.2,281.0,72.0,14.0
1.2,281.0,72.0,9.5
1.2,281.0,72.0,7.9
1.2,281.0,72.0,6.2
1.2,281.0,72.0,4.0
1.2,281.0,72.0,4.4
1.2,281.0,72.0,2.6
1.2,281.0,72.0,2.7
1.2,281.0,72.0,3.8
1.2,281.0,72.0,3.6
1.2,281.0,72.0,2.2
1.2,281.0,72.0,1.7
1.2,281.0,72.0,2.1
1.2,281.0,72.0,2.3
1.2,281.0,72.0,4.8
1.2,281.0,72.0,5.6
1.2,281.0,72.0,6.8
1.2,281.0,72.0,6.2
1.2,281.0,72.0,6.8
1.2,281.0,72.0,11.1
1.2,281.0,72.0,12.2
1.2,281.0,72.0,4.7
1.2,281.0,72.0,5.1
1.2,281.0,72.0,12.7
1.2,281.0,72.0,11.6
1.2,281.0,72.0,12.7
1.2,281.0,72.0,9.7
1.2,281.0,72.0,7.8
1.2,281.0,72.0,6.8
1.2,281.0,72.0,8.1
1.2,281.0,72.0,5.4
1.2,281.0,72.0,4.4
1.2,281.0,72.0,2.4
1.2,281.0,72.0,1.6
1.2,281.0,72.0,1.8
1.2,281.0,72.0,3.1
1.2,281.0,72.0,9.2
1.2,281.0,72.0,20.8
1.2,281.0,72.0,26.8
1.2,281.0,72.0,17.7
1.2,281.0,72.0,14.2
1.2,281.0,72.0,16.8
1.2,281.0,72.0,16.0
1.2,281.0,72.0,19.9
1.2,281.0,72.0,18.5
1.2,281.0,72.0,21.4
1.2,281.0,72.0,22.8
1.2,281.0,72.0,36.5
1.2,281.0,72.0,38.8
1.2,281.0,72.0,32.3
1.2,281.0,72.0,29.3
1.2,281.0,72.0,14.2
1.2,281.0,72.0,8.0
1.2,281.0,72.0,7.4
1.2,281.0,72.0,7.2
1.2,281.0,72.0,8.0
1.2,281.0,72.0,6.5
1.2,281.0,72.0,5.2
1.2,281.0,72.0,5.6
1.2,281.0,72.0,7.0
1.2,281.0,72.0,11.5
1.2,281.0,72.0,21.7
1.2,281.0,72.0,37.9
1.2,281.0,72.0,30.1
1.2,281.0,72.0,24.5
1.2,281.0,72.0,25.2
1.2,281.0,72.0,26.5
1.2,281.0,72.0,19.6
1.2,281.0,72.0,13.4
1.2,281.0,72.0,15.3
1.2,281.0,72.0,15.1
1.2,281.0,72.0,21.1
1.2,281.0,72.0,23.6
1.2,281.0,72.0,25.7
1.2,281.0,72.0,27.2
1.2,281.0,72.0,24.4
1.2,281.0,72.0,20.3
1.2,281.0,72.0,14.8
1.2,281.0,72.0,12.8
1.2,281.0,72.0,10.0
1.2,281.0,72.0,9.3
1.2,281.0,72.0,9.3
1.2,281.0,72.0,8.8
1.2,281.0,72.0,10.2
1.2,281.0,72.0,13.1
1.2,281.0,72.0,26.1
1.2,281.0,72.0,37.9
1.2,281.0,72.0,26.2
1.2,281.0,72.0,23.1
1.2,281.0,72.0,26.0
1.2,281.0,72.0,28.1
1.2,281.0,72.0,28.0
1.2,281.0,72.0,24.6
1.2,281.0,72.0,22.4
4.7,652.0,167.0,30.9
8.0,895.0,194.0,43.7
7.7,826.0,172.0,40.0
6.8,648.0,134.0,35.9
6.0,629.0,130.0,30.1
4.7,529.0,113.0,22.3
3.4,405.0,99.0,17.7
3.9,461.0,109.0,19.5
4.4,486.0,105.0,22.3
3.3,335.0,91.0,15.4
2.0,210.0,77.0,9.3
1.5,210.0,77.0,6.0
1.5,99.0,59.0,6.6
0.8,149.0,60.0,5.1
1.3,203.0,72.0,8.8
2.7,332.0,83.0,16.6
3.6,446.0,104.0,24.3
3.6,524.0,119.0,20.6
2.6,347.0,105.0,15.6
2.0,273.0,91.0,12.2
3.3,404.0,103.0,17.7
2.6,404.0,103.0,14.8
2.1,312.0,111.0,15.0
2.9,369.0,101.0,16.7
3.0,362.0,102.0,17.7
3.2,335.0,101.0,20.9
4.4,447.0,118.0,28.7
6.0,576.0,120.0,34.8
5.0,486.0,107.0,27.5
4.3,439.0,104.0,24.9
4.3,462.0,91.0,24.2
4.2,441.0,91.0,22.2
2.2,223.0,74.0,13.2
1.3,126.0,63.0,7.9
1.0,116.0,57.0,5.9
0.7,116.0,57.0,4.1
0.7,125.0,48.0,4.6
0.9,198.0,49.0,5.8
1.0,185.0,55.0,6.5
2.8,425.0,78.0,19.5
4.1,465.0,91.0,28.0
2.9,341.0,88.0,18.7
2.7,316.0,83.0,18.3
2.1,241.0,81.0,14.3
2.4,266.0,83.0,16.5
3.8,412.0,111.0,22.9
3.7,394.0,112.0,22.3
3.7,365.0,112.0,22.0
5.5,548.0,137.0,27.7
5.4,494.0,152.0,29.8
8.4,686.0,163.0,40.0
6.8,556.0,135.0,35.1
4.5,467.0,119.0,25.5
2.5,297.0,91.0,13.7
1.6,164.0,74.0,9.7
1.7,196.0,73.0,9.8
1.7,201.0,71.0,10.1
1.1,132.0,57.0,6.0
1.0,146.0,51.0,6.0
0.8,146.0,51.0,4.6
0.8,94.0,42.0,4.0
0.7,127.0,43.0,4.6
1.2,217.0,52.0,7.6
2.3,394.0,65.0,13.6
3.0,511.0,69.0,16.0
3.3,523.0,91.0,18.9
2.8,471.0,92.0,15.7
3.0,441.0,102.0,16.2
3.4,414.0,118.0,19.4
3.0,317.0,111.0,16.9
2.3,230.0,101.0,12.5
3.1,365.0,119.0,15.8
3.0,360.0,115.0,16.0
3.3,420.0,120.0,16.3
4.0,475.0,115.0,21.0
4.6,526.0,118.0,23.1
4.1,460.0,117.0,17.7
2.3,255.0,96.0,12.2
2.6,283.0,89.0,14.6
2.6,271.0,84.0,13.1
2.9,315.0,97.0,15.5
2.1,227.0,68.0,11.8
2.1,243.0,66.0,10.9
1.5,243.0,66.0,8.4
1.5,142.0,51.0,7.0
1.4,139.0,48.0,8.6
1.2,182.0,47.0,7.5
1.5,196.0,48.0,8.1
0.9,108.0,45.0,4.8
1.4,175.0,59.0,7.8
2.1,266.0,84.0,9.7
1.6,179.0,72.0,8.4
1.5,154.0,68.0,7.6
1.1,95.0,52.0,5.9
1.4,151.0,70.0,7.4
2.0,230.0,90.0,10.1
2.0,239.0,87.0,9.7
2.5,306.0,99.0,11.8
4.3,472.0,128.0,20.3
5.2,532.0,127.0,24.3
3.4,375.0,99.0,15.6
1.3,147.0,72.0,7.3
1.2,118.0,62.0,7.1
1.7,181.0,62.0,9.0
1.7,209.0,63.0,8.9
1.4,167.0,56.0,7.2
0.9,112.0,44.0,4.4
0.7,112.0,44.0,4.1
0.7,108.0,37.0,4.3
0.9,181.0,48.0,5.9
1.2,253.0,59.0,7.2
3.2,521.0,77.0,18.5
4.4,649.0,88.0,25.0
3.5,516.0,111.0,18.8
3.2,487.0,114.0,19.5
3.0,529.0,108.0,18.2
3.5,565.0,111.0,20.0
4.0,558.0,126.0,24.8
3.8,568.0,117.0,23.1
4.2,605.0,119.0,25.5
5.0,666.0,125.0,32.0
7.9,814.0,158.0,46.3
8.4,860.0,149.0,44.5
8.0,820.0,136.0,41.0
6.4,742.0,112.0,32.5
3.5,492.0,87.0,19.1
3.5,464.0,82.0,19.6
1.9,258.0,67.0,10.7
2.2,311.0,68.0,12.2
1.6,231.0,60.0,8.0
1.0,127.0,48.0,5.5
1.0,127.0,48.0,5.5
1.0,124.0,42.0,4.3
0.9,138.0,46.0,5.9
1.4,228.0,54.0,8.6
3.0,383.0,82.0,18.7
4.5,581.0,93.0,25.0
3.8,545.0,95.0,19.6
3.4,593.0,120.0,20.8
3.5,602.0,132.0,20.1
4.4,624.0,146.0,26.7
4.0,546.0,157.0,23.6
4.5,597.0,158.0,26.4
5.3,688.0,175.0,30.9
5.8,760.0,166.0,32.8
8.4,918.0,187.0,45.9
9.5,952.0,180.0,52.1
6.2,685.0,134.0,36.6
5.0,561.0,127.0,24.0
2.1,239.0,95.0,9.8
1.4,175.0,79.0,7.9
1.6,169.0,78.0,7.5
2.0,215.0,80.0,9.2
1.2,115.0,67.0,5.7
0.8,94.0,61.0,4.4
0.6,94.0,61.0,3.9
0.6,80.0,51.0,3.1
0.7,132.0,56.0,5.1
1.7,295.0,68.0,10.5
3.4,517.0,101.0,20.6
4.9,555.0,119.0,28.5
2.7,429.0,108.0,12.7
3.2,561.0,132.0,16.1
2.7,427.0,130.0,14.9
3.2,445.0,129.0,16.8
4.1,538.0,117.0,21.8
3.6,556.0,119.0,18.6
2.8,370.0,113.0,14.5
2.1,257.0,102.0,13.4
2.4,266.0,101.0,15.8
3.6,403.0,116.0,20.7
2.6,275.0,101.0,16.6
2.8,338.0,94.0,15.3
1.4,176.0,75.0,8.0
1.1,159.0,69.0,5.8
1.3,147.0,60.0,7.0
0.9,99.0,58.0,4.5
1.0,98.0,51.0,5.2
0.9,109.0,45.0,4.4
0.7,109.0,45.0,4.2
0.7,112.0,41.0,3.8
0.8,163.0,48.0,5.2
1.6,326.0,61.0,10.0
3.4,640.0,88.0,20.0
4.4,736.0,102.0,25.8
3.5,667.0,97.0,20.0
3.4,677.0,116.0,20.6
2.4,425.0,112.0,12.2
2.3,349.0,101.0,13.1
2.6,332.0,99.0,14.5
2.9,412.0,113.0,17.5
4.4,631.0,122.0,25.9
5.0,677.0,139.0,26.6
6.5,761.0,149.0,35.3
5.9,650.0,136.0,28.2
2.7,262.0,103.0,14.2
2.5,292.0,112.0,12.4
1.5,177.0,88.0,6.6
1.0,103.0,63.0,4.8
1.2,127.0,69.0,5.4
1.0,119.0,65.0,4.3
0.8,83.0,50.0,2.9
0.6,65.0,43.0,2.5
0.6,65.0,43.0,2.2
0.6,84.0,56.0,2.7
1.1,200.0,69.0,6.1
1.3,242.0,91.0,7.7
2.9,366.0,111.0,15.9
3.7,404.0,124.0,22.8
3.0,429.0,119.0,16.6
1.4,169.0,77.0,8.4
2.6,419.0,101.0,13.9
4.2,603.0,116.0,24.9
5.1,589.0,137.0,22.4
5.5,706.0,163.0,26.1
4.5,592.0,144.0,18.1
2.7,305.0,118.0,13.9
3.1,371.0,135.0,18.5
4.2,465.0,129.0,20.9
3.1,390.0,128.0,12.9
1.7,227.0,103.0,6.7
1.8,284.0,116.0,7.0
1.7,211.0,95.0,7.3
2.1,297.0,107.0,9.1
2.4,351.0,108.0,9.9
1.8,259.0,94.0,6.9
1.5,214.0,84.0,6.5
1.4,214.0,84.0,5.9
1.4,173.0,72.0,5.4
1.0,192.0,76.0,5.4
1.4,237.0,82.0,7.8
2.4,413.0,94.0,13.6
3.1,455.0,102.0,15.4
3.0,493.0,106.0,14.4
2.7,482.0,108.0,14.3
4.0,599.0,152.0,20.3
3.7,481.0,160.0,18.7
3.4,406.0,133.0,17.3
3.4,419.0,147.0,16.9
3.2,387.0,135.0,16.4
3.9,461.0,135.0,19.1
3.7,493.0,129.0,18.7
4.3,532.0,117.0,22.4
4.9,581.0,116.0,25.3
4.0,494.0,109.0,17.7
2.8,392.0,96.0,13.8
2.4,311.0,90.0,10.2
1.9,236.0,82.0,8.6
2.0,270.0,86.0,7.9
1.5,199.0,72.0,5.7
1.3,146.0,61.0,6.4
1.0,146.0,61.0,4.6
1.0,74.0,45.0,2.7
0.5,55.0,37.0,2.1
0.4,43.0,31.0,1.2
0.4,46.0,30.0,1.4
0.9,139.0,41.0,4.6
1.3,169.0,64.0,5.7
2.1,254.0,74.0,10.6
2.4,303.0,77.0,11.0
2.0,259.0,83.0,8.6
1.8,226.0,71.0,8.8
1.5,161.0,62.0,7.5
1.6,182.0,62.0,11.6
2.2,289.0,79.0,10.1
2.3,340.0,93.0,10.8
6.6,544.0,106.0,30.3
4.7,543.0,100.0,22.4
4.1,501.0,89.0,20.6
4.1,521.0,83.0,17.5
2.7,352.0,76.0,13.9
2.6,321.0,68.0,13.6
3.2,318.0,69.0,15.9
3.7,338.0,77.0,17.8
3.5,353.0,68.0,16.7
3.0,353.0,68.0,16.0
3.0,291.0,52.0,16.9
2.7,279.0,49.0,15.0
1.8,200.0,45.0,9.6
1.3,180.0,51.0,7.8
1.5,213.0,51.0,8.7
1.9,266.0,62.0,9.8
2.2,247.0,74.0,12.4
2.6,326.0,88.0,13.9
2.7,319.0,90.0,12.5
2.5,320.0,91.0,10.9
1.5,174.0,64.0,6.5
2.0,216.0,72.0,9.4
3.1,376.0,88.0,15.3
3.7,496.0,110.0,16.4
4.0,523.0,95.0,19.8
4.1,465.0,91.0,15.8
3.1,407.0,94.0,14.5
3.2,412.0,86.0,14.7
3.2,403.0,79.0,15.3
2.7,357.0,71.0,13.0
2.3,259.0,62.0,10.5
1.6,227.0,56.0,7.6
1.1,147.0,49.0,4.8
0.7,147.0,49.0,3.1
0.7,72.0,38.0,2.6
0.6,96.0,35.0,2.7
0.5,73.0,37.0,3.0
1.5,309.0,56.0,8.7
3.4,607.0,85.0,20.7
4.4,562.0,112.0,25.2
4.4,560.0,107.0,23.6
5.8,844.0,151.0,32.9
4.9,667.0,151.0,25.6
5.1,583.0,150.0,31.2
7.5,726.0,190.0,37.9
5.8,674.0,168.0,32.3
5.9,544.0,127.0,31.5
6.8,715.0,140.0,38.0
7.9,789.0,158.0,44.1
8.0,737.0,121.0,44.9
9.2,859.0,119.0,48.2
5.9,668.0,96.0,29.1
3.7,454.0,77.0,19.1
2.6,337.0,66.0,13.9
1.1,127.0,56.0,6.8
2.6,281.0,62.0,13.2
2.2,252.0,58.0,10.7
0.9,252.0,58.0,4.1
0.9,65.0,37.0,2.9
0.5,69.0,35.0,2.7
0.7,151.0,50.0,4.3
1.3,231.0,64.0,8.0
2.2,297.0,75.0,15.5
3.7,515.0,101.0,23.8
3.7,499.0,94.0,21.0
3.4,445.0,95.0,19.3
3.4,464.0,124.0,19.7
2.6,298.0,86.0,13.2
2.5,266.0,79.0,13.0
2.5,323.0,87.0,12.9
2.7,352.0,94.0,15.1
3.2,372.0,107.0,16.3
3.7,383.0,107.0,20.5
4.6,455.0,117.0,24.4
3.3,355.0,97.0,18.7
2.4,267.0,90.0,12.7
2.8,308.0,86.0,15.6
2.7,313.0,77.0,14.2
1.8,216.0,66.0,9.9
1.1,137.0,57.0,6.3
1.2,140.0,55.0,5.2
0.8,140.0,55.0,4.2
0.6,94.0,40.0,2.9
0.5,79.0,40.0,2.6
0.7,156.0,46.0,4.7
0.8,153.0,53.0,5.1
3.5,464.0,84.0,22.2
3.6,435.0,88.0,23.3
3.6,683.0,143.0,26.3
3.6,523.0,130.0,19.7
3.6,460.0,120.0,17.4
3.6,417.0,139.0,20.2
3.6,486.0,139.0,24.4
3.6,512.0,156.0,24.5
3.6,595.0,143.0,24.8
3.6,1052.0,186.0,45.9
8.7,1014.0,171.0,47.5
5.8,633.0,124.0,33.0
4.3,485.0,97.0,27.2
3.6,480.0,92.0,21.8
3.9,572.0,96.0,21.3
2.4,345.0,74.0,13.3
1.6,195.0,65.0,8.8
1.8,213.0,62.0,9.2
1.5,216.0,59.0,7.6
0.7,216.0,59.0,3.6
0.5,73.0,41.0,2.8
0.4,67.0,38.0,2.2
0.5,96.0,43.0,3.4
0.8,162.0,52.0,5.7
2.0,305.0,75.0,16.3
6.2,725.0,118.0,37.9
4.5,658.0,126.0,25.5
4.6,710.0,151.0,24.2
3.3,445.0,107.0,20.9
3.6,455.0,114.0,22.1
4.4,524.0,125.0,25.0
4.3,527.0,138.0,26.4
5.0,601.0,144.0,29.8
8.1,1001.0,180.0,45.0
8.0,852.0,154.0,42.8
3.6,370.0,105.0,22.4
2.9,348.0,98.0,15.9
2.7,361.0,93.0,14.3
1.9,255.0,76.0,10.7
1.3,162.0,69.0,7.6
1.2,166.0,66.0,6.7
1.8,247.0,76.0,9.0
1.9,255.0,73.0,9.0
1.5,255.0,73.0,7.0
0.9,129.0,54.0,4.3
0.5,83.0,44.0,2.8
0.6,114.0,45.0,3.7
1.1,233.0,58.0,6.3
2.8,448.0,87.0,14.5
2.9,455.0,97.0,16.4
1.7,254.0,80.0,10.9
2.3,313.0,82.0,14.1
3.3,490.0,112.0,17.1
3.5,496.0,121.0,19.4
3.8,514.0,132.0,20.9
3.4,454.0,141.0,17.7
3.8,507.0,130.0,19.8
3.6,474.0,113.0,19.5
3.5,404.0,101.0,17.0
2.8,356.0,91.0,14.6
2.5,345.0,90.0,12.0
3.1,395.0,90.0,13.3
1.8,249.0,83.0,7.9
1.6,197.0,73.0,7.9
1.9,224.0,80.0,7.5
2.0,231.0,87.0,8.4
1.4,177.0,79.0,6.9
1.2,177.0,79.0,4.6
1.2,98.0,56.0,3.8
0.7,64.0,42.0,2.1
0.4,44.0,31.0,1.5
0.4,53.0,35.0,1.2
0.5,94.0,51.0,1.6
0.7,100.0,58.0,1.9
0.7,98.0,57.0,2.0
0.7,115.0,63.0,2.7
1.0,115.0,61.0,3.6
1.0,76.0,34.0,3.7
0.9,55.0,26.0,3.9
0.9,59.0,28.0,3.8
0.9,95.0,50.0,3.4
1.1,107.0,55.0,4.0
3.2,189.0,84.0,14.3
3.1,386.0,140.0,10.5
3.1,412.0,138.0,12.2
2.3,342.0,127.0,11.4
1.8,255.0,117.0,7.3
0.8,89.0,57.0,2.4
0.9,106.0,59.0,2.7
0.8,109.0,62.0,2.5
0.7,67.0,42.0,1.7
0.4,67.0,42.0,0.5
0.2,13.0,13.0,0.3
0.2,20.0,18.0,0.4
0.3,33.0,26.0,0.6
0.7,146.0,72.0,2.1
1.7,359.0,131.0,7.4
1.8,322.0,133.0,5.9
1.5,293.0,116.0,4.8
1.3,255.0,117.0,4.5
1.2,233.0,103.0,5.1
1.3,220.0,100.0,6.0
1.8,246.0,105.0,10.0
1.7,272.0,121.0,7.8
2.2,358.0,132.0,11.2
3.2,514.0,156.0,17.0
5.9,742.0,183.0,31.0
6.6,742.0,183.0,28.9
6.6,742.0,183.0,23.1
6.6,742.0,183.0,13.7
6.6,742.0,183.0,8.0
6.6,742.0,183.0,7.4
6.6,742.0,183.0,4.9
6.6,742.0,183.0,3.7
6.6,742.0,183.0,2.9
6.6,742.0,183.0,1.9
6.6,742.0,183.0,1.4
6.6,742.0,183.0,1.9
6.6,742.0,183.0,3.2
6.6,742.0,183.0,7.4
6.6,742.0,183.0,22.4
6.6,742.0,183.0,22.8
6.6,742.0,183.0,18.5
6.6,742.0,183.0,20.4
6.6,742.0,183.0,10.6
6.6,742.0,183.0,11.8
6.6,742.0,183.0,14.8
2.1,742.0,183.0,13.1
1.5,742.0,183.0,7.5
1.6,742.0,183.0,8.1
3.5,742.0,183.0,16.9
4.6,742.0,183.0,19.9
4.7,742.0,183.0,16.5
3.0,742.0,183.0,9.6
1.5,742.0,183.0,5.3
0.9,742.0,183.0,3.5
0.8,742.0,183.0,2.5
0.7,742.0,183.0,2.5
0.6,742.0,183.0,2.2
0.3,742.0,183.0,0.8
0.2,32.0,29.0,0.5
0.2,29.0,26.0,0.5
0.3,48.0,39.0,0.9
0.5,113.0,72.0,1.6
1.4,267.0,128.0,5.8
2.0,332.0,149.0,9.5
1.6,354.0,165.0,6.7
1.3,316.0,150.0,4.4
1.4,395.0,165.0,6.8
1.9,391.0,175.0,7.8
2.7,457.0,145.0,10.8
2.1,448.0,98.0,9.8
2.4,543.0,105.0,11.3
2.7,574.0,106.0,12.3
2.5,435.0,141.0,12.6
3.7,504.0,177.0,17.0
4.6,586.0,182.0,21.4
3.9,580.0,193.0,15.3
2.2,346.0,148.0,9.9
2.7,531.0,167.0,13.4
2.6,477.0,158.0,11.2
2.1,344.0,132.0,9.4
1.4,219.0,97.0,6.6
1.2,219.0,97.0,5.5
1.1,174.0,74.0,5.4
1.1,165.0,68.0,5.3
1.1,250.0,89.0,6.1
1.5,388.0,117.0,8.1
3.1,758.0,190.0,17.3
6.8,1247.0,211.0,32.3
5.4,1110.0,190.0,24.1
4.5,1145.0,194.0,21.0
3.0,720.0,210.0,12.7
2.8,557.0,199.0,13.6
3.9,678.0,178.0,18.0
3.4,659.0,184.0,14.3
3.2,552.0,186.0,13.7
2.8,395.0,168.0,11.2
3.9,573.0,187.0,16.5
3.5,463.0,166.0,16.1
4.7,568.0,177.0,20.6
4.6,706.0,207.0,16.8
1.2,193.0,114.0,4.8
1.1,151.0,84.0,4.0
1.2,167.0,92.0,4.5
1.6,239.0,111.0,5.4
0.7,102.0,71.0,2.4
0.4,102.0,71.0,1.2
0.4,55.0,43.0,1.6
0.6,71.0,50.0,1.7
0.5,79.0,53.0,1.7
0.6,117.0,67.0,2.3
1.4,266.0,113.0,5.7
2.0,340.0,140.0,7.9
1.6,257.0,116.0,6.4
1.6,311.0,122.0,6.9
1.7,279.0,116.0,6.7
2.0,267.0,118.0,8.7
2.3,310.0,125.0,9.9
2.4,352.0,126.0,11.4
2.2,337.0,135.0,9.8
2.6,358.0,140.0,12.9
4.0,547.0,163.0,16.6
5.2,600.0,178.0,20.8
3.9,470.0,160.0,18.8
3.8,522.0,166.0,12.6
1.6,208.0,115.0,5.9
1.5,205.0,107.0,6.1
1.6,217.0,108.0,5.0
1.5,216.0,111.0,4.9
1.0,117.0,75.0,2.7
0.8,117.0,75.0,2.7
1.3,174.0,88.0,5.0
1.0,111.0,71.0,3.7
1.0,147.0,75.0,3.8
0.9,140.0,86.0,3.3
2.1,421.0,124.0,9.7
2.1,350.0,128.0,10.7
3.1,550.0,164.0,14.7
3.8,589.0,199.0,17.6
3.7,537.0,192.0,17.5
3.6,473.0,166.0,14.1
3.3,364.0,133.0,12.1
2.1,270.0,118.0,9.2
2.3,368.0,133.0,10.6
2.1,318.0,128.0,9.0
1.9,244.0,116.0,7.5
1.9,234.0,118.0,8.0
2.3,296.0,142.0,9.1
1.7,205.0,113.0,4.7
0.8,95.0,59.0,1.8
0.8,93.0,52.0,2.1
0.8,100.0,57.0,1.8
0.8,100.0,58.0,1.8
0.6,63.0,44.0,1.0
0.4,63.0,44.0,0.8
0.3,36.0,26.0,0.7
0.3,24.0,20.0,0.4
0.2,20.0,17.0,0.2
0.2,25.0,21.0,0.2
0.3,39.0,29.0,0.3
0.3,57.0,39.0,0.4
0.4,59.0,41.0,0.5
0.4,65.0,44.0,0.6
0.6,93.0,54.0,1.1
0.6,112.0,62.0,1.2
0.6,110.0,62.0,1.4
0.5,81.0,48.0,1.1
0.6,100.0,59.0,1.3
0.7,109.0,63.0,1.8
1.4,148.0,78.0,4.7
1.2,207.0,99.0,3.0
1.1,210.0,106.0,3.0
1.0,180.0,97.0,2.8
0.6,109.0,67.0,1.6
0.8,128.0,73.0,2.3
0.6,96.0,62.0,1.3
0.5,65.0,44.0,1.1
0.3,42.0,31.0,0.6
0.2,42.0,31.0,0.4
0.2,24.0,21.0,0.4
0.3,28.0,22.0,0.4
0.4,55.0,41.0,0.8
0.7,181.0,94.0,2.0
2.0,480.0,167.0,8.7
2.4,442.0,162.0,8.6
1.8,361.0,141.0,6.8
1.6,288.0,127.0,6.2
1.7,330.0,116.0,6.4
1.8,300.0,104.0,6.7
1.7,239.0,111.0,6.2
1.7,265.0,114.0,6.7
1.7,287.0,121.0,7.8
2.6,403.0,164.0,11.5
4.0,515.0,194.0,16.7
3.8,446.0,175.0,16.6
4.0,501.0,180.0,16.3
2.4,355.0,147.0,8.6
1.4,217.0,112.0,5.4
1.3,180.0,94.0,4.0
1.3,167.0,91.0,3.9
1.0,126.0,76.0,2.8
0.8,113.0,73.0,2.2
0.6,113.0,73.0,0.9
0.4,37.0,32.0,0.7
0.5,50.0,40.0,0.7
0.5,96.0,63.0,1.2
0.9,271.0,119.0,3.3
3.5,892.0,202.0,16.6
5.2,1071.0,222.0,26.3
4.3,839.0,212.0,16.4
3.5,713.0,219.0,15.5
2.6,498.0,189.0,10.7
2.5,389.0,147.0,11.1
2.8,457.0,161.0,11.7
2.2,425.0,148.0,10.9
2.4,483.0,148.0,11.4
3.5,604.0,188.0,16.3
4.2,648.0,206.0,18.5
3.1,427.0,168.0,14.5
3.2,461.0,171.0,15.8
2.8,436.0,171.0,13.2
2.2,300.0,142.0,7.8
1.8,277.0,134.0,6.1
1.7,196.0,107.0,5.0
1.6,277.0,121.0,5.3
1.1,131.0,85.0,2.9
0.8,131.0,85.0,1.9
0.7,97.0,68.0,1.2
0.8,105.0,69.0,1.6
0.9,138.0,81.0,2.0
1.2,183.0,92.0,4.0
3.3,664.0,200.0,15.4
3.8,611.0,201.0,19.0
3.2,600.0,213.0,14.6
3.2,600.0,213.0,16.0
3.2,878.0,187.0,14.4
4.2,905.0,205.0,19.0
4.3,808.0,212.0,20.3
4.0,858.0,198.0,19.5
4.1,839.0,171.0,21.0
7.8,1290.0,272.0,35.9
10.2,748.0,192.0,47.7
6.6,1148.0,288.0,30.1
4.3,729.0,254.0,22.0
4.9,810.0,267.0,19.0
2.6,427.0,198.0,9.2
2.3,274.0,145.0,7.1
2.7,387.0,167.0,8.2
2.2,235.0,127.0,5.1
2.0,225.0,119.0,5.6
1.3,225.0,119.0,3.5
1.2,185.0,84.0,3.8
1.1,212.0,89.0,3.6
1.4,358.0,122.0,6.6
2.1,531.0,162.0,9.9
4.5,992.0,225.0,21.5
5.6,1132.0,249.0,27.8
5.6,1195.0,282.0,22.9
4.7,1120.0,278.0,20.2
4.2,870.0,251.0,19.7
3.6,570.0,208.0,13.8
3.2,384.0,187.0,15.3
3.1,381.0,182.0,15.9
3.8,541.0,212.0,17.4
3.9,484.0,174.0,17.6
4.6,549.0,220.0,20.4
4.9,596.0,214.0,22.6
5.4,620.0,212.0,25.1
4.3,542.0,191.0,17.2
3.1,381.0,160.0,11.7
2.5,270.0,130.0,9.2
2.4,284.0,133.0,7.7
1.9,204.0,110.0,5.6
1.3,93.0,65.0,3.3
1.2,93.0,65.0,2.3
1.1,51.0,41.0,2.1
0.9,45.0,36.0,1.3
1.0,68.0,45.0,1.6
1.6,198.0,98.0,5.3
4.8,633.0,194.0,20.5
5.9,548.0,191.0,22.7
5.6,588.0,193.0,16.7
3.5,612.0,231.0,13.8
2.8,428.0,202.0,11.8
3.6,463.0,188.0,15.2
4.8,479.0,184.0,17.9
5.0,469.0,222.0,14.8
5.6,583.0,221.0,18.3
7.5,760.0,193.0,24.4
7.2,691.0,187.0,25.0
8.3,832.0,188.0,29.8
8.6,881.0,185.0,27.9
4.3,390.0,146.0,6.5
2.6,207.0,120.0,3.6
2.6,204.0,110.0,4.0
2.7,243.0,121.0,3.6
2.7,264.0,126.0,4.0
2.6,215.0,117.0,3.5
2.4,215.0,117.0,2.4
2.4,146.0,94.0,2.3
0.6,92.0,70.0,1.5
0.7,174.0,96.0,2.8
1.2,294.0,136.0,6.0
2.0,412.0,177.0,11.1
2.8,573.0,214.0,15.3
2.9,661.0,243.0,17.1
2.2,555.0,192.0,10.3
1.6,363.0,149.0,8.5
1.5,302.0,141.0,10.4
1.9,340.0,137.0,10.9
1.5,306.0,138.0,10.6
1.8,377.0,149.0,11.1
3.4,625.0,196.0,21.1
4.6,870.0,239.0,22.3
1.6,421.0,164.0,10.6
1.2,294.0,149.0,8.4
1.2,339.0,159.0,7.6
0.9,260.0,149.0,7.1
0.7,256.0,133.0,7.2
2.5,572.0,216.0,13.9
1.5,428.0,196.0,9.7
0.5,195.0,120.0,4.9
0.3,195.0,120.0,5.1
0.5,160.0,101.0,5.6
0.1,101.0,75.0,2.8
0.2,97.0,73.0,2.7
0.2,127.0,84.0,3.6
0.2,227.0,116.0,4.9
0.5,253.0,132.0,5.6
0.4,234.0,125.0,6.4
0.8,291.0,148.0,6.8
1.5,402.0,186.0,10.1
